,REGION,DEPARTEMENT,MARCHE,DATE,MIL_DETAIL,RIZ_IMP_BR ORD.
7601,TH,THIES,THIES,05-Nov-15,160,275.0
7602,TH,THIES,THIES,05-Nov-15,160,300.0
7603,DK,PIKINE,THIAROYE,06-Nov-15,250,270.0
7604,DK,DAKAR,TILENE,06-Nov-15,250,275.0
7605,KD,KOLDA,KOLDA,09-Nov-15,175,275.0
7606,SL,ST.LOUIS,ST.LOUIS,09-Nov-15,200,250.0
7607,KD,VELINGARA,DIAOBE,11-Nov-15,200,275.0
7608,KL,KAOLACK,KAOLACK,12-Nov-15,145,270.0
7609,LG,LOUGA,LOUGA,12-Nov-15,190,235.0
7610,TH,THIES,THIES,12-Nov-15,160,275.0
7611,LG,LOUGA,LOUGA,19-Nov-15,190,235.0
7612,LG,LOUGA,LOUGA,19-Nov-15,190,235.0
7613,KD,KOLDA,KOLDA,23-Nov-15,175,275.0
7614,SL,ST.LOUIS,ST.LOUIS,23-Nov-15,190,250.0
7615,KD,VELINGARA,DIAOBE,25-Nov-15,200,275.0
7616,DL,DIOURBEL,DIOURBEL,26-Nov-15,200,275.0
7617,DL,MBACKE,TOUBA,26-Nov-15,190,275.0
7618,SL,ST.LOUIS,ST.LOUIS,26-Nov-15,185,270.0
7619,KD,KOLDA,KOLDA,30-Nov-15,175,275.0
7620,KD,VELINGARA,DIAOBE,02-Dec-15,200,275.0
7621,KL,KAOLACK,KAOLACK,03-Dec-15,175,270.0
7622,KD,KOLDA,KOLDA,07-Dec-15,200,275.0
7623,TC,BAKEL,BAKEL,08-Dec-15,200,275.0
7624,KD,VELINGARA,DIAOBE,09-Dec-15,225,275.0
7625,KL,KAOLACK,KAOLACK,10-Dec-15,175,270.0
7626,LG,LOUGA,LOUGA,10-Dec-15,250,265.0
7627,LG,LOUGA,LOUGA,10-Dec-15,225,265.0
7628,DK,PIKINE,THIAROYE,10-Dec-15,225,270.0
7629,DK,DAKAR,TILENE,10-Dec-15,225,270.0
7630,LG,LOUGA,LOUGA,17-Dec-15,250,265.0
7631,LG,LOUGA,LOUGA,17-Dec-15,225,265.0
7632,DK,PIKINE,THIAROYE,18-Dec-15,225,270.0
7633,DK,DAKAR,TILENE,18-Dec-15,225,270.0
7634,KD,KOLDA,KOLDA,21-Dec-15,175,275.0
7635,SL,ST.LOUIS,ST.LOUIS,21-Dec-15,195,250.0
7636,TC,BAKEL,BAKEL,23-Dec-15,200,275.0
7637,KL,KAOLACK,KAOLACK,24-Dec-15,170,270.0
7638,LG,LOUGA,LOUGA,24-Dec-15,225,265.0
7639,KD,KOLDA,KOLDA,28-Dec-15,175,275.0
7640,LG,LOUGA,LOUGA,29-Dec-15,225,265.0
7641,DK,PIKINE,THIAROYE,30-Dec-15,200,270.0
7642,DK,DAKAR,TILENE,30-Dec-15,200,270.0
7643,KD,VELINGARA,DIAOBE,30-Dec-15,250,275.0
7644,FK,FATICK,FATICK,31-Dec-15,200,275.0
7645,KL,KAOLACK,KAOLACK,31-Dec-15,170,270.0
7646,KD,KOLDA,KOLDA,04-Jan-16,175,275.0
7647,SL,ST.LOUIS,ST.LOUIS,05-Jan-16,190,250.0
7648,TC,BAKEL,BAKEL,06-Jan-16,200,275.0
7649,KD,VELINGARA,DIAOBE,06-Jan-16,250,275.0
7650,DK,PIKINE,THIAROYE,07-Jan-16,225,270.0
7651,DK,DAKAR,TILENE,07-Jan-16,200,270.0
7652,ZG,ZIGUINCHOR,ST.MAUR,07-Jan-16,250,280.0
7653,KL,KAOLACK,KAOLACK,08-Jan-16,160,270.0
7654,KD,KOLDA,KOLDA,11-Jan-16,175,275.0
7655,FK,FATICK,FATICK,12-Jan-16,200,270.0
7656,SL,ST.LOUIS,ST.LOUIS,12-Jan-16,190,250.0
7657,KD,VELINGARA,DIAOBE,13-Jan-16,250,275.0
7658,TH,THIES,THIES,16-Jan-16,160,300.0
7659,KD,KOLDA,KOLDA,18-Jan-16,175,275.0
7660,TC,BAKEL,BAKEL,20-Jan-16,200,275.0
7661,KD,VELINGARA,DIAOBE,20-Jan-16,250,275.0
7662,KL,KAOLACK,KAOLACK,21-Jan-16,160,270.0
7663,ZG,ZIGUINCHOR,ST.MAUR,21-Jan-16,250,280.0
7664,KD,KOLDA,KOLDA,25-Jan-16,175,275.0
7665,TH,THIES,THIES,27-Jan-16,190,260.0
7666,KD,VELINGARA,DIAOBE,27-Jan-16,250,275.0
7667,KL,KAOLACK,KAOLACK,28-Jan-16,155,270.0
7668,DK,PIKINE,THIAROYE,28-Jan-16,225,270.0
7669,DK,DAKAR,TILENE,28-Jan-16,200,270.0
7670,KD,KOLDA,KOLDA,01-Feb-16,175,275.0
7671,KD,VELINGARA,DIAOBE,03-Feb-16,250,275.0
7672,TH,THIES,THIES,04-Feb-16,190,260.0
7673,TH,THIES,THIES,04-Feb-16,190,260.0
7674,KD,KOLDA,KOLDA,08-Feb-16,200,275.0
7675,FK,FATICK,FATICK,09-Feb-16,225,270.0
7676,TC,BAKEL,BAKEL,10-Feb-16,225,275.0
7677,KD,VELINGARA,DIAOBE,10-Feb-16,250,275.0
7678,KL,KAOLACK,KAOLACK,11-Feb-16,145,260.0
7679,LG,LOUGA,LOUGA,11-Feb-16,180,270.0
7680,DK,PIKINE,THIAROYE,11-Feb-16,215,270.0
7681,DK,DAKAR,TILENE,11-Feb-16,220,270.0
7682,KD,KOLDA,KOLDA,15-Feb-16,200,275.0
7683,SL,ST.LOUIS,ST.LOUIS,15-Feb-16,250,275.0
7684,KD,VELINGARA,DIAOBE,17-Feb-16,250,275.0
7685,DL,DIOURBEL,DIOURBEL,18-Feb-16,160,250.0
7686,KL,KAOLACK,KAOLACK,18-Feb-16,150,270.0
7687,LG,LOUGA,LOUGA,18-Feb-16,190,270.0
7688,DK,PIKINE,THIAROYE,18-Feb-16,215,270.0
7689,TH,THIES,THIES,18-Feb-16,150,260.0
7690,DK,DAKAR,TILENE,18-Feb-16,220,270.0
7691,DL,MBACKE,TOUBA,19-Feb-16,160,250.0
7692,KD,KOLDA,KOLDA,22-Feb-16,200,275.0
7693,SL,ST.LOUIS,ST.LOUIS,22-Feb-16,180,260.0
7694,TC,BAKEL,BAKEL,24-Feb-16,200,275.0
7695,TH,THIES,THIES,24-Feb-16,150,260.0
7696,KD,VELINGARA,DIAOBE,24-Feb-16,250,275.0
7697,KL,KAOLACK,KAOLACK,25-Feb-16,155,270.0
7698,LG,LOUGA,LOUGA,25-Feb-16,190,270.0
7699,DK,PIKINE,THIAROYE,25-Feb-16,215,270.0
7700,DK,DAKAR,TILENE,25-Feb-16,220,270.0
7701,ZG,ZIGUINCHOR,ST.MAUR,25-Feb-16,250,280.0
7702,KL,KAOLACK,KAOLACK,29-Feb-16,150,270.0
7703,SL,ST.LOUIS,ST.LOUIS,29-Feb-16,180,260.0
7704,KD,KOLDA,KOLDA,01-Mar-16,200,275.0
7705,TH,THIES,THIES,02-Mar-16,160,260.0
7706,KD,VELINGARA,DIAOBE,02-Mar-16,250,275.0
7707,LG,LOUGA,LOUGA,03-Mar-16,185,265.0
7708,ZG,ZIGUINCHOR,ST.MAUR,03-Mar-16,250,280.0
7709,FK,FATICK,FATICK,04-Mar-16,200,270.0
7710,KD,KOLDA,KOLDA,07-Mar-16,200,275.0
7711,SL,ST.LOUIS,ST.LOUIS,07-Mar-16,275,265.0
7712,TC,BAKEL,BAKEL,09-Mar-16,200,275.0
7713,TH,THIES,THIES,09-Mar-16,160,260.0
7714,KD,VELINGARA,DIAOBE,09-Mar-16,250,275.0
7715,KL,KAOLACK,KAOLACK,10-Mar-16,155,270.0
7716,LG,LOUGA,LOUGA,10-Mar-16,180,275.0
7717,KD,KOLDA,KOLDA,14-Mar-16,200,275.0
7718,SL,ST.LOUIS,ST.LOUIS,14-Mar-16,225,265.0
7719,DK,PIKINE,THIAROYE,16-Mar-16,200,270.0
7720,TH,THIES,THIES,16-Mar-16,160,260.0
7721,TH,THIES,THIES,16-Mar-16,160,260.0
7722,DK,DAKAR,TILENE,16-Mar-16,225,270.0
7723,KD,VELINGARA,DIAOBE,16-Mar-16,250,275.0
7724,DL,DIOURBEL,DIOURBEL,17-Mar-16,175,270.0
7725,KL,KAOLACK,KAOLACK,17-Mar-16,150,260.0
7726,LG,LOUGA,LOUGA,17-Mar-16,185,260.0
7727,DL,MBACKE,TOUBA,18-Mar-16,160,250.0
7728,TH,THIES,THIES,23-Mar-16,160,260.0
7729,DL,DIOURBEL,DIOURBEL,24-Mar-16,175,270.0
7730,KL,KAOLACK,KAOLACK,24-Mar-16,160,265.0
7731,LG,LOUGA,LOUGA,24-Mar-16,185,275.0
7732,DK,PIKINE,THIAROYE,24-Mar-16,200,270.0
7733,DK,DAKAR,TILENE,24-Mar-16,225,270.0
7734,SL,ST.LOUIS,ST.LOUIS,28-Mar-16,225,265.0
7735,TC,BAKEL,BAKEL,30-Mar-16,175,275.0
7736,KD,KOLDA,KOLDA,30-Mar-16,200,275.0
7737,DK,PIKINE,THIAROYE,30-Mar-16,200,270.0
7738,TH,THIES,THIES,30-Mar-16,160,260.0
7739,DK,DAKAR,TILENE,30-Mar-16,225,270.0
7740,KD,VELINGARA,DIAOBE,30-Mar-16,250,275.0
7741,KL,KAOLACK,KAOLACK,31-Mar-16,160,265.0
7742,LG,LOUGA,LOUGA,31-Mar-16,185,275.0
7743,KD,KOLDA,KOLDA,05-Apr-16,200,275.0
7744,SL,ST.LOUIS,ST.LOUIS,05-Apr-16,225,265.0
7745,KD,VELINGARA,DIAOBE,06-Apr-16,250,275.0
7746,KL,KAOLACK,KAOLACK,07-Apr-16,160,300.0
7747,LG,LOUGA,LOUGA,07-Apr-16,185,275.0
7748,KD,VELINGARA,DIAOBE,07-Apr-16,250,275.0
7749,KD,KOLDA,KOLDA,11-Apr-16,200,275.0
7750,SL,ST.LOUIS,ST.LOUIS,12-Apr-16,225,265.0
7751,TC,BAKEL,BAKEL,13-Apr-16,200,275.0
7752,TH,THIES,THIES,13-Apr-16,160,260.0
7753,KL,KAOLACK,KAOLACK,14-Apr-16,160,270.0
7754,LG,LOUGA,LOUGA,14-Apr-16,185,275.0
7755,DK,PIKINE,THIAROYE,14-Apr-16,200,270.0
7756,DK,DAKAR,TILENE,14-Apr-16,225,270.0
7757,KD,KOLDA,KOLDA,18-Apr-16,200,275.0
7758,KD,KOLDA,KOLDA,18-Apr-16,200,275.0
7759,TH,THIES,THIES,19-Apr-16,170,260.0
7760,SL,ST.LOUIS,ST.LOUIS,19-Apr-16,200,275.0
7761,FK,FATICK,FATICK,20-Apr-16,200,270.0
7762,KD,VELINGARA,DIAOBE,20-Apr-16,225,275.0
7763,KD,VELINGARA,DIAOBE,20-Apr-16,225,275.0
7764,KL,KAOLACK,KAOLACK,21-Apr-16,165,260.0
7765,LG,LOUGA,LOUGA,21-Apr-16,185,275.0
7766,KD,KOLDA,KOLDA,25-Apr-16,200,275.0
7767,TC,BAKEL,BAKEL,27-Apr-16,175,275.0
7768,TH,THIES,THIES,27-Apr-16,170,260.0
7769,KD,VELINGARA,DIAOBE,27-Apr-16,225,275.0
7770,KL,KAOLACK,KAOLACK,28-Apr-16,165,260.0
7771,KD,KOLDA,KOLDA,02-May-16,200,275.0
7772,SL,ST.LOUIS,ST.LOUIS,02-May-16,200,275.0
7773,TH,THIES,THIES,04-May-16,200,260.0
7774,KD,VELINGARA,DIAOBE,04-May-16,250,275.0
7775,LG,LOUGA,LOUGA,05-May-16,185,275.0
7776,DL,MBACKE,TOUBA,08-May-16,170,250.0
7777,KD,KOLDA,KOLDA,09-May-16,200,275.0
7778,SL,ST.LOUIS,ST.LOUIS,09-May-16,200,275.0
7779,TH,THIES,THIES,11-May-16,225,260.0
7780,KD,VELINGARA,DIAOBE,11-May-16,250,275.0
7781,DL,DIOURBEL,DIOURBEL,12-May-16,200,275.0
7782,LG,LOUGA,LOUGA,12-May-16,185,275.0
7783,KL,KAOLACK,KAOLACK,13-May-16,165,260.0
7784,KD,KOLDA,KOLDA,16-May-16,200,275.0
7785,SL,ST.LOUIS,ST.LOUIS,16-May-16,250,275.0
7786,TC,BAKEL,BAKEL,18-May-16,175,275.0
7787,TH,THIES,THIES,18-May-16,225,260.0
7788,KD,VELINGARA,DIAOBE,18-May-16,250,275.0
7789,KL,KAOLACK,KAOLACK,19-May-16,165,265.0
7790,LG,LOUGA,LOUGA,19-May-16,185,275.0
7791,DK,PIKINE,THIAROYE,19-May-16,200,270.0
7792,DK,DAKAR,TILENE,19-May-16,225,270.0
7793,DL,MBACKE,TOUBA,19-May-16,160,300.0
7794,DL,DIOURBEL,DIOURBEL,20-May-16,200,275.0
7795,KD,KOLDA,KOLDA,23-May-16,200,275.0
7796,SL,ST.LOUIS,ST.LOUIS,23-May-16,250,275.0
7797,TH,THIES,THIES,25-May-16,225,260.0
7798,KD,VELINGARA,DIAOBE,25-May-16,250,275.0
7799,KL,KAOLACK,KAOLACK,26-May-16,165,260.0
7800,LG,LOUGA,LOUGA,26-May-16,185,275.0
7801,DK,PIKINE,THIAROYE,26-May-16,200,270.0
7802,DK,DAKAR,TILENE,26-May-16,225,270.0
7803,FK,FATICK,FATICK,27-May-16,200,275.0
7804,KD,KOLDA,KOLDA,30-May-16,200,275.0
7805,SL,ST.LOUIS,ST.LOUIS,30-May-16,250,275.0
7806,ZG,ZIGUINCHOR,ST.MAUR,31-May-16,225,280.0
7807,TH,THIES,THIES,01-Jun-16,250,260.0
7808,ZG,ZIGUINCHOR,ST.MAUR,01-Jun-16,225,280.0
7809,KD,VELINGARA,DIAOBE,01-Jun-16,250,275.0
7810,FK,FATICK,FATICK,02-Jun-16,200,265.0
7811,KL,KAOLACK,KAOLACK,02-Jun-16,155,265.0
7812,LG,LOUGA,LOUGA,02-Jun-16,190,275.0
7813,DK,PIKINE,THIAROYE,02-Jun-16,225,270.0
7814,DK,DAKAR,TILENE,02-Jun-16,225,270.0
7815,KD,KOLDA,KOLDA,06-Jun-16,200,275.0
7816,SL,ST.LOUIS,ST.LOUIS,06-Jun-16,250,275.0
7817,TC,BAKEL,BAKEL,08-Jun-16,175,275.0
7818,TH,THIES,THIES,08-Jun-16,275,260.0
7819,ZG,ZIGUINCHOR,ST.MAUR,08-Jun-16,225,280.0
7820,KD,VELINGARA,DIAOBE,08-Jun-16,250,275.0
7821,KL,KAOLACK,KAOLACK,09-Jun-16,160,260.0
7822,LG,LOUGA,LOUGA,09-Jun-16,190,275.0
7823,DK,PIKINE,THIAROYE,09-Jun-16,200,270.0
7824,DK,DAKAR,TILENE,09-Jun-16,225,270.0
7825,DL,MBACKE,TOUBA,10-Jun-16,170,280.0
7826,KD,KOLDA,KOLDA,13-Jun-16,200,275.0
7827,SL,ST.LOUIS,ST.LOUIS,13-Jun-16,250,275.0
7828,TC,BAKEL,BAKEL,15-Jun-16,150,275.0
7829,TH,THIES,THIES,15-Jun-16,275,260.0
7830,KD,VELINGARA,DIAOBE,15-Jun-16,250,275.0
7831,KL,KAOLACK,KAOLACK,16-Jun-16,160,270.0
7832,LG,LOUGA,LOUGA,16-Jun-16,190,275.0
7833,ZG,ZIGUINCHOR,ST.MAUR,16-Jun-16,250,285.0
7834,KD,KOLDA,KOLDA,20-Jun-16,200,275.0
7835,SL,ST.LOUIS,ST.LOUIS,20-Jun-16,250,275.0
7836,TC,BAKEL,BAKEL,22-Jun-16,150,275.0
7837,TH,THIES,THIES,22-Jun-16,275,260.0
7838,KD,VELINGARA,DIAOBE,22-Jun-16,250,275.0
7839,KL,KAOLACK,KAOLACK,23-Jun-16,160,260.0
7840,ZG,ZIGUINCHOR,ST.MAUR,23-Jun-16,250,285.0
7841,TC,BAKEL,BAKEL,27-Jun-16,150,275.0
7842,FK,FATICK,FATICK,27-Jun-16,200,270.0
7843,KD,KOLDA,KOLDA,27-Jun-16,200,275.0
7844,SL,ST.LOUIS,ST.LOUIS,27-Jun-16,225,275.0
7845,TH,THIES,THIES,29-Jun-16,275,260.0
7846,KD,VELINGARA,DIAOBE,29-Jun-16,250,275.0
7847,KL,KAOLACK,KAOLACK,30-Jun-16,160,270.0
7848,LG,LOUGA,LOUGA,30-Jun-16,190,250.0
7849,DK,PIKINE,THIAROYE,30-Jun-16,200,270.0
7850,DK,DAKAR,TILENE,30-Jun-16,225,270.0
7851,TC,BAKEL,BAKEL,03-Jul-16,150,275.0
7852,KD,KOLDA,KOLDA,04-Jul-16,200,275.0
7853,SL,ST.LOUIS,ST.LOUIS,04-Jul-16,225,275.0
7854,TH,THIES,THIES,06-Jul-16,275,260.0
7855,KL,KAOLACK,KAOLACK,08-Jul-16,165,270.0
7856,DL,MBACKE,TOUBA,08-Jul-16,170,275.0
7857,TC,BAKEL,BAKEL,10-Jul-16,150,275.0
7858,SL,ST.LOUIS,ST.LOUIS,11-Jul-16,225,250.0
7859,FK,FATICK,FATICK,13-Jul-16,225,270.0
7860,TH,THIES,THIES,13-Jul-16,250,260.0
7861,DL,DIOURBEL,DIOURBEL,14-Jul-16,200,275.0
7862,KL,KAOLACK,KAOLACK,14-Jul-16,160,260.0
7863,DK,PIKINE,THIAROYE,14-Jul-16,225,270.0
7864,DK,DAKAR,TILENE,14-Jul-16,250,270.0
7865,ZG,ZIGUINCHOR,ST.MAUR,14-Jul-16,250,285.0
7866,TC,BAKEL,BAKEL,17-Jul-16,150,275.0
7867,KL,KAOLACK,KAOLACK,18-Jul-16,165,270.0
7868,KD,KOLDA,KOLDA,18-Jul-16,200,275.0
7869,LG,LOUGA,LOUGA,18-Jul-16,190,275.0
7870,SL,ST.LOUIS,ST.LOUIS,18-Jul-16,200,275.0
7871,TH,THIES,THIES,20-Jul-16,275,260.0
7872,KD,VELINGARA,DIAOBE,20-Jul-16,250,275.0
7873,FK,FATICK,FATICK,21-Jul-16,225,270.0
7874,TC,BAKEL,BAKEL,24-Jul-16,150,275.0
7875,KD,KOLDA,KOLDA,26-Jul-16,200,275.0
7876,TH,THIES,THIES,27-Jul-16,250,260.0
7877,ZG,ZIGUINCHOR,ST.MAUR,27-Jul-16,250,285.0
7878,KD,VELINGARA,DIAOBE,27-Jul-16,250,275.0
7879,KL,KAOLACK,KAOLACK,28-Jul-16,165,270.0
7880,KD,KOLDA,KOLDA,01-Aug-16,200,275.0
7881,SL,ST.LOUIS,ST.LOUIS,01-Aug-16,225,275.0
7882,TH,THIES,THIES,03-Aug-16,275,260.0
7883,KD,VELINGARA,DIAOBE,03-Aug-16,250,275.0
7884,KL,KAOLACK,KAOLACK,04-Aug-16,170,300.0
7885,LG,LOUGA,LOUGA,04-Aug-16,200,275.0
7886,DK,PIKINE,THIAROYE,04-Aug-16,225,270.0
7887,DK,DAKAR,TILENE,04-Aug-16,250,270.0
7888,TC,BAKEL,BAKEL,08-Aug-16,150,275.0
7889,SL,ST.LOUIS,ST.LOUIS,08-Aug-16,225,275.0
7890,DL,DIOURBEL,DIOURBEL,10-Aug-16,175,300.0
7891,FK,FATICK,FATICK,10-Aug-16,225,270.0
7892,TH,THIES,THIES,10-Aug-16,250,260.0
7893,KL,KAOLACK,KAOLACK,11-Aug-16,170,260.0
7894,LG,LOUGA,LOUGA,11-Aug-16,200,275.0
7895,DK,PIKINE,THIAROYE,11-Aug-16,225,270.0
7896,DK,DAKAR,TILENE,11-Aug-16,250,270.0
7897,ZG,ZIGUINCHOR,ST.MAUR,11-Aug-16,250,280.0
7898,TC,BAKEL,BAKEL,15-Aug-16,150,275.0
7899,SL,ST.LOUIS,ST.LOUIS,15-Aug-16,225,275.0
7900,KD,KOLDA,KOLDA,16-Aug-16,200,275.0
7901,TH,THIES,THIES,17-Aug-16,275,260.0
7902,KD,VELINGARA,DIAOBE,17-Aug-16,250,275.0
7903,DL,DIOURBEL,DIOURBEL,18-Aug-16,175,300.0
7904,KL,KAOLACK,KAOLACK,18-Aug-16,170,260.0
7905,LG,LOUGA,LOUGA,18-Aug-16,200,275.0
7906,DK,PIKINE,THIAROYE,18-Aug-16,225,270.0
7907,DK,DAKAR,TILENE,18-Aug-16,250,270.0
7908,ZG,ZIGUINCHOR,ST.MAUR,18-Aug-16,250,280.0
7909,TH,THIES,THIES,24-Aug-16,275,260.0
7910,KL,KAOLACK,KAOLACK,25-Aug-16,180,300.0
7911,TH,THIES,THIES,31-Aug-16,275,260.0
7912,KL,KAOLACK,KAOLACK,01-Sep-16,175,300.0
7913,LG,LOUGA,LOUGA,01-Sep-16,200,275.0
7914,DL,MBACKE,TOUBA,02-Sep-16,180,275.0
7915,KD,KOLDA,KOLDA,05-Sep-16,200,275.0
7916,TH,THIES,THIES,07-Sep-16,275,260.0
7917,KD,VELINGARA,DIAOBE,07-Sep-16,250,275.0
7918,ZG,ZIGUINCHOR,ST.MAUR,08-Sep-16,275,280.0
7919,DL,DIOURBEL,DIOURBEL,14-Sep-16,200,300.0
7920,TH,THIES,THIES,14-Sep-16,275,260.0
7921,KL,KAOLACK,KAOLACK,15-Sep-16,180,265.0
7922,LG,LOUGA,LOUGA,15-Sep-16,210,275.0
7923,KD,KOLDA,KOLDA,19-Sep-16,200,275.0
7924,SL,ST.LOUIS,ST.LOUIS,19-Sep-16,250,250.0
7925,TC,BAKEL,BAKEL,20-Sep-16,200,275.0
7926,TH,THIES,THIES,21-Sep-16,275,260.0
7927,DK,DAKAR,TILENE,21-Sep-16,250,300.0
7928,KD,VELINGARA,DIAOBE,21-Sep-16,250,275.0
7929,FK,FATICK,FATICK,22-Sep-16,200,260.0
7930,KL,KAOLACK,KAOLACK,22-Sep-16,185,260.0
7931,LG,LOUGA,LOUGA,22-Sep-16,210,275.0
7932,DK,PIKINE,THIAROYE,22-Sep-16,250,300.0
7933,KD,KOLDA,KOLDA,26-Sep-16,200,275.0
7934,SL,ST.LOUIS,ST.LOUIS,26-Sep-16,250,250.0
7935,FK,FATICK,FATICK,28-Sep-16,200,270.0
7936,TH,THIES,THIES,28-Sep-16,240,260.0
7937,ZG,ZIGUINCHOR,ST.MAUR,28-Sep-16,250,285.0
7938,KD,VELINGARA,DIAOBE,28-Sep-16,250,275.0
7939,KL,KAOLACK,KAOLACK,29-Sep-16,210,270.0
7940,LG,LOUGA,LOUGA,29-Sep-16,210,275.0
7941,DK,PIKINE,THIAROYE,29-Sep-16,250,300.0
7942,DK,DAKAR,TILENE,29-Sep-16,250,300.0
7943,KD,KOLDA,KOLDA,03-Oct-16,200,275.0
7944,SL,ST.LOUIS,ST.LOUIS,03-Oct-16,250,250.0
7945,TC,BAKEL,BAKEL,04-Oct-16,200,275.0
7946,TH,THIES,THIES,05-Oct-16,240,260.0
7947,KD,VELINGARA,DIAOBE,05-Oct-16,250,275.0
7948,DL,DIOURBEL,DIOURBEL,06-Oct-16,225,275.0
7949,KL,KAOLACK,KAOLACK,06-Oct-16,215,270.0
7950,LG,LOUGA,LOUGA,06-Oct-16,220,275.0
7951,KD,KOLDA,KOLDA,10-Oct-16,200,275.0
7952,SL,ST.LOUIS,ST.LOUIS,10-Oct-16,250,250.0
7953,TH,THIES,THIES,12-Oct-16,240,260.0
7954,KD,VELINGARA,DIAOBE,12-Oct-16,250,275.0
7955,LG,LOUGA,LOUGA,13-Oct-16,220,275.0
7956,FK,FATICK,FATICK,17-Oct-16,250,270.0
7957,SL,ST.LOUIS,ST.LOUIS,17-Oct-16,250,250.0
7958,SL,ST.LOUIS,ST.LOUIS,17-Oct-16,250,250.0
7959,TH,THIES,THIES,19-Oct-16,240,260.0
7960,KL,KAOLACK,KAOLACK,20-Oct-16,210,300.0
7961,LG,LOUGA,LOUGA,20-Oct-16,220,275.0
7962,DK,DAKAR,TILENE,20-Oct-16,250,300.0
7963,DK,PIKINE,THIAROYE,21-Oct-16,250,300.0
7964,KD,KOLDA,KOLDA,24-Oct-16,225,275.0
7965,SL,ST.LOUIS,ST.LOUIS,24-Oct-16,250,275.0
7966,TH,THIES,THIES,26-Oct-16,240,260.0
7967,KD,VELINGARA,DIAOBE,26-Oct-16,275,275.0
7968,ZG,ZIGUINCHOR,ST.MAUR,27-Oct-16,250,285.0
7969,KD,KOLDA,KOLDA,31-Oct-16,225,275.0
7970,TC,BAKEL,BAKEL,02-Nov-16,200,275.0
7971,TH,THIES,THIES,02-Nov-16,240,260.0
7972,KD,VELINGARA,DIAOBE,02-Nov-16,200,275.0
7973,LG,LOUGA,LOUGA,03-Nov-16,220,250.0
7974,DK,PIKINE,THIAROYE,03-Nov-16,250,300.0
7975,DK,DAKAR,TILENE,03-Nov-16,250,300.0
7976,FK,FATICK,FATICK,04-Nov-16,200,255.0
7977,KL,KAOLACK,KAOLACK,04-Nov-16,205,275.0
7978,TH,THIES,THIES,09-Nov-16,250,260.0
7979,KL,KAOLACK,KAOLACK,10-Nov-16,200,275.0
7980,LG,LOUGA,LOUGA,10-Nov-16,215,275.0
7981,KD,KOLDA,KOLDA,14-Nov-16,225,275.0
7982,TH,THIES,THIES,16-Nov-16,250,260.0
7983,KD,VELINGARA,DIAOBE,16-Nov-16,250,275.0
7984,KL,KAOLACK,KAOLACK,17-Nov-16,210,275.0
7985,LG,LOUGA,LOUGA,17-Nov-16,210,275.0
7986,ZG,ZIGUINCHOR,ST.MAUR,18-Nov-16,250,285.0
7987,KD,KOLDA,KOLDA,21-Nov-16,225,275.0
7988,SL,ST.LOUIS,ST.LOUIS,21-Nov-16,250,275.0
7989,DK,PIKINE,THIAROYE,22-Nov-16,250,300.0
7990,DK,DAKAR,TILENE,22-Nov-16,250,300.0
7991,TH,THIES,THIES,23-Nov-16,225,260.0
7992,KD,VELINGARA,DIAOBE,23-Nov-16,250,275.0
7993,KL,KAOLACK,KAOLACK,24-Nov-16,205,265.0
7994,LG,LOUGA,LOUGA,24-Nov-16,250,300.0
7995,FK,FATICK,FATICK,25-Nov-16,225,270.0
7996,KD,KOLDA,KOLDA,28-Nov-16,225,275.0
7997,ZG,ZIGUINCHOR,ST.MAUR,29-Nov-16,250,290.0
7998,FK,FATICK,FATICK,30-Nov-16,225,270.0
7999,FK,FATICK,FATICK,30-Nov-16,225,270.0
8000,LG,LOUGA,LOUGA,30-Nov-16,210,300.0
8001,KD,VELINGARA,DIAOBE,30-Nov-16,250,275.0
8002,KL,KAOLACK,KAOLACK,02-Dec-16,205,270.0
8003,KD,KOLDA,KOLDA,05-Dec-16,225,275.0
8004,TH,THIES,THIES,07-Dec-16,210,250.0
8005,KD,VELINGARA,DIAOBE,07-Dec-16,250,260.0
8006,LG,LOUGA,LOUGA,08-Dec-16,210,275.0
8007,KL,KAOLACK,KAOLACK,09-Dec-16,205,250.0
8008,KD,KOLDA,KOLDA,12-Dec-16,225,265.0
8009,SL,ST.LOUIS,ST.LOUIS,12-Dec-16,245,260.0
8010,TC,BAKEL,BAKEL,14-Dec-16,200,275.0
8011,TH,THIES,THIES,14-Dec-16,210,260.0
8012,DK,DAKAR,TILENE,14-Dec-16,225,300.0
8013,KD,VELINGARA,DIAOBE,14-Dec-16,250,275.0
8014,DL,DIOURBEL,DIOURBEL,15-Dec-16,200,260.0
8015,LG,LOUGA,LOUGA,15-Dec-16,210,275.0
8016,DK,PIKINE,THIAROYE,15-Dec-16,220,275.0
8017,KL,KAOLACK,KAOLACK,16-Dec-16,210,275.0
8018,DL,MBACKE,TOUBA,16-Dec-16,215,275.0
8019,KD,KOLDA,KOLDA,19-Dec-16,225,275.0
8020,SL,ST.LOUIS,ST.LOUIS,19-Dec-16,245,275.0
8021,TC,BAKEL,BAKEL,21-Dec-16,200,275.0
8022,FK,FATICK,FATICK,21-Dec-16,225,270.0
8023,TH,THIES,THIES,21-Dec-16,200,260.0
8024,KD,VELINGARA,DIAOBE,21-Dec-16,275,275.0
8025,LG,LOUGA,LOUGA,22-Dec-16,210,300.0
8026,KL,KAOLACK,KAOLACK,23-Dec-16,210,270.0
